time, infected, susceptable
0, 0.040, 0.960
1, 0.155, 0.845
2, 0.317, 0.683
3, 0.533, 0.467
4, 0.716, 0.284
5, 0.797, 0.203
6, 0.852, 0.148
7, 0.839, 0.161
8, 0.817, 0.183
9, 0.817, 0.183
10, 0.824, 0.176
11, 0.815, 0.185
12, 0.830, 0.170
13, 0.809, 0.191
14, 0.828, 0.172
15, 0.853, 0.147
16, 0.826, 0.174
17, 0.843, 0.157
18, 0.834, 0.166
19, 0.826, 0.174
20, 0.837, 0.163
21, 0.824, 0.176
22, 0.827, 0.173
23, 0.847, 0.153
24, 0.836, 0.164
25, 0.823, 0.177
26, 0.838, 0.162
27, 0.811, 0.189
28, 0.821, 0.179
29, 0.835, 0.165
30, 0.825, 0.175
31, 0.838, 0.162
32, 0.824, 0.176
33, 0.830, 0.170
34, 0.844, 0.156
35, 0.812, 0.188
36, 0.819, 0.181
37, 0.798, 0.202
38, 0.826, 0.174
39, 0.847, 0.153
40, 0.824, 0.176
41, 0.820, 0.180
42, 0.818, 0.182
43, 0.815, 0.185
44, 0.822, 0.178
45, 0.828, 0.172
46, 0.802, 0.198
47, 0.831, 0.169
48, 0.840, 0.160
49, 0.818, 0.182
50, 0.839, 0.161
51, 0.805, 0.195
52, 0.827, 0.173
53, 0.835, 0.165
54, 0.828, 0.172
55, 0.842, 0.158
56, 0.822, 0.178
57, 0.842, 0.158
58, 0.829, 0.171
59, 0.838, 0.162
60, 0.803, 0.197
61, 0.840, 0.160
62, 0.826, 0.174
63, 0.824, 0.176
64, 0.823, 0.177
65, 0.826, 0.174
66, 0.828, 0.172
67, 0.833, 0.167
68, 0.842, 0.158
69, 0.809, 0.191
70, 0.840, 0.160
71, 0.823, 0.177
72, 0.815, 0.185
73, 0.836, 0.164
74, 0.806, 0.194
75, 0.829, 0.171
76, 0.829, 0.171
77, 0.839, 0.161
78, 0.824, 0.176
79, 0.829, 0.171
80, 0.837, 0.163
81, 0.827, 0.173
82, 0.838, 0.162
83, 0.829, 0.171
84, 0.841, 0.159
85, 0.825, 0.175
86, 0.828, 0.172
87, 0.832, 0.168
88, 0.843, 0.157
89, 0.827, 0.173
90, 0.838, 0.162
91, 0.852, 0.148
92, 0.837, 0.163
93, 0.828, 0.172
94, 0.824, 0.176
95, 0.837, 0.163
96, 0.811, 0.189
97, 0.839, 0.161
98, 0.827, 0.173
99, 0.830, 0.170
